dataset,model,fold,subject,minutes,adapt_thr
MASS-MODA,v2_time,7,01-01-0001,5.00,0.42
MASS-MODA,v2_time,7,01-01-0001,7.50,0.42
MASS-MODA,v2_time,7,01-01-0001,10.00,0.40
MASS-MODA,v2_time,7,01-01-0001,15.00,0.28
MASS-MODA,v2_time,7,01-01-0001,20.00,0.28
MASS-MODA,v2_time,7,01-01-0001,25.00,0.28
MASS-MODA,v2_time,7,01-01-0001,30.00,0.28
MASS-MODA,v2_time,7,01-01-0007,3.00,0.54
MASS-MODA,v2_time,7,01-01-0007,5.00,0.54
MASS-MODA,v2_time,7,01-01-0007,7.50,0.46
MASS-MODA,v2_time,7,01-01-0007,10.00,0.54
MASS-MODA,v2_time,7,01-01-0007,15.00,0.54
MASS-MODA,v2_time,7,01-01-0007,20.00,0.34
MASS-MODA,v2_time,7,01-01-0007,25.00,0.34
MASS-MODA,v2_time,7,01-01-0007,30.00,0.34
MASS-MODA,v2_time,7,01-01-0021,3.00,0.08
MASS-MODA,v2_time,7,01-01-0021,5.00,0.26
MASS-MODA,v2_time,7,01-01-0021,7.50,0.38
MASS-MODA,v2_time,7,01-01-0021,10.00,0.38
MASS-MODA,v2_time,7,01-01-0021,15.00,0.40
MASS-MODA,v2_time,7,01-01-0021,20.00,0.40
MASS-MODA,v2_time,7,01-01-0021,25.00,0.40
MASS-MODA,v2_time,7,01-01-0021,30.00,0.40
MASS-MODA,v2_time,7,01-05-0001,3.00,0.52
MASS-MODA,v2_time,7,01-05-0001,5.00,0.52
MASS-MODA,v2_time,7,01-05-0001,7.50,0.46
MASS-MODA,v2_time,7,01-05-0001,10.00,0.50
MASS-MODA,v2_time,7,01-05-0001,15.00,0.46
MASS-MODA,v2_time,7,01-05-0001,20.00,0.46
MASS-MODA,v2_time,7,01-05-0001,25.00,0.46
MASS-MODA,v2_time,7,01-05-0001,30.00,0.46
MASS-MODA,v2_time,7,01-05-0003,3.00,0.28
MASS-MODA,v2_time,7,01-05-0003,5.00,0.28
MASS-MODA,v2_time,7,01-05-0003,7.50,0.80
MASS-MODA,v2_time,7,01-05-0003,10.00,0.80
MASS-MODA,v2_time,7,01-05-0003,15.00,0.68
MASS-MODA,v2_time,7,01-05-0003,20.00,0.68
MASS-MODA,v2_time,7,01-05-0003,25.00,0.68
MASS-MODA,v2_time,7,01-05-0003,30.00,0.68
MASS-MODA,v2_time,7,01-05-0015,3.00,0.84
MASS-MODA,v2_time,7,01-05-0015,5.00,0.60
MASS-MODA,v2_time,7,01-05-0015,7.50,0.60
MASS-MODA,v2_time,7,01-05-0015,10.00,0.78
MASS-MODA,v2_time,7,01-05-0015,15.00,0.82
MASS-MODA,v2_time,7,01-05-0015,20.00,0.82
MASS-MODA,v2_time,7,01-05-0015,25.00,0.82
MASS-MODA,v2_time,7,01-05-0015,30.00,0.82
MASS-MODA,v2_time,8,01-01-0016,3.00,0.08
MASS-MODA,v2_time,8,01-01-0016,5.00,0.48
MASS-MODA,v2_time,8,01-01-0016,7.50,0.60
MASS-MODA,v2_time,8,01-01-0016,10.00,0.48
MASS-MODA,v2_time,8,01-01-0016,15.00,0.48
MASS-MODA,v2_time,8,01-01-0016,20.00,0.48
MASS-MODA,v2_time,8,01-01-0016,25.00,0.48
MASS-MODA,v2_time,8,01-01-0016,30.00,0.48
MASS-MODA,v2_time,8,01-01-0017,3.00,0.16
MASS-MODA,v2_time,8,01-01-0017,5.00,0.16
MASS-MODA,v2_time,8,01-01-0017,7.50,0.16
MASS-MODA,v2_time,8,01-01-0017,10.00,0.48
MASS-MODA,v2_time,8,01-01-0017,15.00,0.46
MASS-MODA,v2_time,8,01-01-0017,20.00,0.46
MASS-MODA,v2_time,8,01-01-0017,25.00,0.46
MASS-MODA,v2_time,8,01-01-0017,30.00,0.46
MASS-MODA,v2_time,8,01-05-0010,3.00,0.38
MASS-MODA,v2_time,8,01-05-0010,5.00,0.60
MASS-MODA,v2_time,8,01-05-0010,7.50,0.24
MASS-MODA,v2_time,8,01-05-0010,10.00,0.24
MASS-MODA,v2_time,8,01-05-0010,15.00,0.54
MASS-MODA,v2_time,8,01-05-0010,20.00,0.54
MASS-MODA,v2_time,8,01-05-0010,25.00,0.54
MASS-MODA,v2_time,8,01-05-0010,30.00,0.54
MASS-MODA,v2_time,8,01-05-0011,3.00,0.62
MASS-MODA,v2_time,8,01-05-0011,5.00,0.64
MASS-MODA,v2_time,8,01-05-0011,7.50,0.64
MASS-MODA,v2_time,8,01-05-0011,10.00,0.64
MASS-MODA,v2_time,8,01-05-0011,15.00,0.64
MASS-MODA,v2_time,8,01-05-0011,20.00,0.52
MASS-MODA,v2_time,8,01-05-0011,25.00,0.52
MASS-MODA,v2_time,8,01-05-0011,30.00,0.52
MASS-MODA,v2_time,8,01-05-0017,3.00,0.76
MASS-MODA,v2_time,8,01-05-0017,5.00,0.46
MASS-MODA,v2_time,8,01-05-0017,7.50,0.68
MASS-MODA,v2_time,8,01-05-0017,10.00,0.68
MASS-MODA,v2_time,8,01-05-0017,15.00,0.54
MASS-MODA,v2_time,8,01-05-0017,20.00,0.54
MASS-MODA,v2_time,8,01-05-0017,25.00,0.54
MASS-MODA,v2_time,8,01-05-0017,30.00,0.54
MASS-MODA,v2_time,9,01-01-0019,3.00,0.52
MASS-MODA,v2_time,9,01-01-0019,5.00,0.52
MASS-MODA,v2_time,9,01-01-0019,7.50,0.48
MASS-MODA,v2_time,9,01-01-0019,10.00,0.48
MASS-MODA,v2_time,9,01-01-0019,15.00,0.36
MASS-MODA,v2_time,9,01-01-0019,20.00,0.48
MASS-MODA,v2_time,9,01-01-0019,25.00,0.48
MASS-MODA,v2_time,9,01-01-0019,30.00,0.48
MASS-MODA,v2_time,9,01-01-0020,3.00,0.68
MASS-MODA,v2_time,9,01-01-0020,5.00,0.68
MASS-MODA,v2_time,9,01-01-0020,7.50,0.66
MASS-MODA,v2_time,9,01-01-0020,10.00,0.66
MASS-MODA,v2_time,9,01-01-0020,15.00,0.46
MASS-MODA,v2_time,9,01-01-0020,20.00,0.46
MASS-MODA,v2_time,9,01-01-0020,25.00,0.46
MASS-MODA,v2_time,9,01-01-0020,30.00,0.46
MASS-MODA,v2_time,9,01-05-0007,3.00,0.74
MASS-MODA,v2_time,9,01-05-0007,5.00,0.78
MASS-MODA,v2_time,9,01-05-0007,7.50,0.78
MASS-MODA,v2_time,9,01-05-0007,10.00,0.56
MASS-MODA,v2_time,9,01-05-0007,15.00,0.64
MASS-MODA,v2_time,9,01-05-0007,20.00,0.64
MASS-MODA,v2_time,9,01-05-0007,25.00,0.64
MASS-MODA,v2_time,9,01-05-0007,30.00,0.64
MASS-MODA,v2_time,9,01-05-0013,3.00,0.82
MASS-MODA,v2_time,9,01-05-0013,5.00,0.82
MASS-MODA,v2_time,9,01-05-0013,7.50,0.64
MASS-MODA,v2_time,9,01-05-0013,10.00,0.56
MASS-MODA,v2_time,9,01-05-0013,15.00,0.56
MASS-MODA,v2_time,9,01-05-0013,20.00,0.68
MASS-MODA,v2_time,9,01-05-0013,25.00,0.68
MASS-MODA,v2_time,9,01-05-0013,30.00,0.68
MASS-MODA,v2_time,9,01-05-0014,3.00,0.04
MASS-MODA,v2_time,9,01-05-0014,5.00,0.28
MASS-MODA,v2_time,9,01-05-0014,7.50,0.28
MASS-MODA,v2_time,9,01-05-0014,10.00,0.32
MASS-MODA,v2_time,9,01-05-0014,15.00,0.38
MASS-MODA,v2_time,9,01-05-0014,20.00,0.38
MASS-MODA,v2_time,9,01-05-0014,25.00,0.38
MASS-MODA,v2_time,9,01-05-0014,30.00,0.38
MASS-MODA,v2_time,10,01-01-0011,3.00,0.36
MASS-MODA,v2_time,10,01-01-0011,5.00,0.34
MASS-MODA,v2_time,10,01-01-0011,7.50,0.34
MASS-MODA,v2_time,10,01-01-0011,10.00,0.36
MASS-MODA,v2_time,10,01-01-0011,15.00,0.44
MASS-MODA,v2_time,10,01-01-0011,20.00,0.44
MASS-MODA,v2_time,10,01-01-0011,25.00,0.44
MASS-MODA,v2_time,10,01-01-0011,30.00,0.44
MASS-MODA,v2_time,10,01-01-0019,3.00,0.50
MASS-MODA,v2_time,10,01-01-0019,5.00,0.56
MASS-MODA,v2_time,10,01-01-0019,7.50,0.56
MASS-MODA,v2_time,10,01-01-0019,10.00,0.56
MASS-MODA,v2_time,10,01-01-0019,15.00,0.56
MASS-MODA,v2_time,10,01-01-0019,20.00,0.56
MASS-MODA,v2_time,10,01-01-0019,25.00,0.56
MASS-MODA,v2_time,10,01-01-0019,30.00,0.56
MASS-MODA,v2_time,10,01-05-0006,3.00,0.84
MASS-MODA,v2_time,10,01-05-0006,5.00,0.78
MASS-MODA,v2_time,10,01-05-0006,7.50,0.78
MASS-MODA,v2_time,10,01-05-0006,10.00,0.74
MASS-MODA,v2_time,10,01-05-0006,15.00,0.60
MASS-MODA,v2_time,10,01-05-0006,20.00,0.72
MASS-MODA,v2_time,10,01-05-0006,25.00,0.72
MASS-MODA,v2_time,10,01-05-0006,30.00,0.72
MASS-MODA,v2_time,10,01-05-0007,3.00,0.60
MASS-MODA,v2_time,10,01-05-0007,5.00,0.60
MASS-MODA,v2_time,10,01-05-0007,7.50,0.60
MASS-MODA,v2_time,10,01-05-0007,10.00,0.60
MASS-MODA,v2_time,10,01-05-0007,15.00,0.60
MASS-MODA,v2_time,10,01-05-0007,20.00,0.66
MASS-MODA,v2_time,10,01-05-0007,25.00,0.66
MASS-MODA,v2_time,10,01-05-0007,30.00,0.66
MASS-MODA,v2_time,10,01-05-0013,3.00,0.74
MASS-MODA,v2_time,10,01-05-0013,5.00,0.74
MASS-MODA,v2_time,10,01-05-0013,7.50,0.74
MASS-MODA,v2_time,10,01-05-0013,10.00,0.74
MASS-MODA,v2_time,10,01-05-0013,15.00,0.74
MASS-MODA,v2_time,10,01-05-0013,20.00,0.74
MASS-MODA,v2_time,10,01-05-0013,25.00,0.74
MASS-MODA,v2_time,10,01-05-0013,30.00,0.74
MASS-MODA,v2_time,11,01-01-0001,3.00,0.72
MASS-MODA,v2_time,11,01-01-0001,5.00,0.66
MASS-MODA,v2_time,11,01-01-0001,7.50,0.68
MASS-MODA,v2_time,11,01-01-0001,10.00,0.52
MASS-MODA,v2_time,11,01-01-0001,15.00,0.36
MASS-MODA,v2_time,11,01-01-0001,20.00,0.36
MASS-MODA,v2_time,11,01-01-0001,25.00,0.36
MASS-MODA,v2_time,11,01-01-0001,30.00,0.36
MASS-MODA,v2_time,11,01-01-0010,3.00,0.22
MASS-MODA,v2_time,11,01-01-0010,5.00,0.26
MASS-MODA,v2_time,11,01-01-0010,7.50,0.18
MASS-MODA,v2_time,11,01-01-0010,10.00,0.24
MASS-MODA,v2_time,11,01-01-0010,15.00,0.50
MASS-MODA,v2_time,11,01-01-0010,20.00,0.50
MASS-MODA,v2_time,11,01-01-0010,25.00,0.50
MASS-MODA,v2_time,11,01-01-0010,30.00,0.50
MASS-MODA,v2_time,11,01-01-0017,3.00,0.60
MASS-MODA,v2_time,11,01-01-0017,5.00,0.44
MASS-MODA,v2_time,11,01-01-0017,7.50,0.14
MASS-MODA,v2_time,11,01-01-0017,10.00,0.60
MASS-MODA,v2_time,11,01-01-0017,15.00,0.60
MASS-MODA,v2_time,11,01-01-0017,20.00,0.60
MASS-MODA,v2_time,11,01-01-0017,25.00,0.60
MASS-MODA,v2_time,11,01-01-0017,30.00,0.60
MASS-MODA,v2_time,11,01-05-0001,3.00,0.66
MASS-MODA,v2_time,11,01-05-0001,5.00,0.66
MASS-MODA,v2_time,11,01-05-0001,7.50,0.80
MASS-MODA,v2_time,11,01-05-0001,10.00,0.80
MASS-MODA,v2_time,11,01-05-0001,15.00,0.80
MASS-MODA,v2_time,11,01-05-0001,20.00,0.54
MASS-MODA,v2_time,11,01-05-0001,25.00,0.54
MASS-MODA,v2_time,11,01-05-0001,30.00,0.54
MASS-MODA,v2_time,11,01-05-0005,3.00,0.70
MASS-MODA,v2_time,11,01-05-0005,5.00,0.70
MASS-MODA,v2_time,11,01-05-0005,7.50,0.76
MASS-MODA,v2_time,11,01-05-0005,10.00,0.60
MASS-MODA,v2_time,11,01-05-0005,15.00,0.84
MASS-MODA,v2_time,11,01-05-0005,20.00,0.84
MASS-MODA,v2_time,11,01-05-0005,25.00,0.84
MASS-MODA,v2_time,11,01-05-0005,30.00,0.84
MASS-MODA,v2_time,11,01-05-0011,3.00,0.34
MASS-MODA,v2_time,11,01-05-0011,5.00,0.66
MASS-MODA,v2_time,11,01-05-0011,7.50,0.66
MASS-MODA,v2_time,11,01-05-0011,10.00,0.62
MASS-MODA,v2_time,11,01-05-0011,15.00,0.62
MASS-MODA,v2_time,11,01-05-0011,20.00,0.62
MASS-MODA,v2_time,11,01-05-0011,25.00,0.62
MASS-MODA,v2_time,11,01-05-0011,30.00,0.62
MASS-MODA,v2_time,12,01-01-0007,3.00,0.64
MASS-MODA,v2_time,12,01-01-0007,5.00,0.64
MASS-MODA,v2_time,12,01-01-0007,7.50,0.64
MASS-MODA,v2_time,12,01-01-0007,10.00,0.66
MASS-MODA,v2_time,12,01-01-0007,15.00,0.66
MASS-MODA,v2_time,12,01-01-0007,20.00,0.44
MASS-MODA,v2_time,12,01-01-0007,25.00,0.44
MASS-MODA,v2_time,12,01-01-0007,30.00,0.44
MASS-MODA,v2_time,12,01-01-0014,3.00,0.48
MASS-MODA,v2_time,12,01-01-0014,5.00,0.78
MASS-MODA,v2_time,12,01-01-0014,7.50,0.78
MASS-MODA,v2_time,12,01-01-0014,10.00,0.80
MASS-MODA,v2_time,12,01-01-0014,15.00,0.48
MASS-MODA,v2_time,12,01-01-0014,20.00,0.48
MASS-MODA,v2_time,12,01-01-0014,25.00,0.48
MASS-MODA,v2_time,12,01-01-0014,30.00,0.48
MASS-MODA,v2_time,12,01-01-0018,3.00,0.64
MASS-MODA,v2_time,12,01-01-0018,5.00,0.28
MASS-MODA,v2_time,12,01-01-0018,7.50,0.28
MASS-MODA,v2_time,12,01-01-0018,10.00,0.42
MASS-MODA,v2_time,12,01-01-0018,15.00,0.40
MASS-MODA,v2_time,12,01-01-0018,20.00,0.32
MASS-MODA,v2_time,12,01-01-0018,25.00,0.32
MASS-MODA,v2_time,12,01-01-0018,30.00,0.32
MASS-MODA,v2_time,12,01-05-0003,3.00,0.32
MASS-MODA,v2_time,12,01-05-0003,5.00,0.04
MASS-MODA,v2_time,12,01-05-0003,7.50,0.86
MASS-MODA,v2_time,12,01-05-0003,10.00,0.78
MASS-MODA,v2_time,12,01-05-0003,15.00,0.76
MASS-MODA,v2_time,12,01-05-0003,20.00,0.76
MASS-MODA,v2_time,12,01-05-0003,25.00,0.76
MASS-MODA,v2_time,12,01-05-0003,30.00,0.76
MASS-MODA,v2_time,12,01-05-0009,3.00,0.58
MASS-MODA,v2_time,12,01-05-0009,5.00,0.64
MASS-MODA,v2_time,12,01-05-0009,7.50,0.64
MASS-MODA,v2_time,12,01-05-0009,10.00,0.46
MASS-MODA,v2_time,12,01-05-0009,15.00,0.64
MASS-MODA,v2_time,12,01-05-0009,20.00,0.62
MASS-MODA,v2_time,12,01-05-0009,25.00,0.62
MASS-MODA,v2_time,12,01-05-0009,30.00,0.62
MASS-MODA,v2_time,12,01-05-0012,3.00,0.68
MASS-MODA,v2_time,12,01-05-0012,5.00,0.34
MASS-MODA,v2_time,12,01-05-0012,7.50,0.60
MASS-MODA,v2_time,12,01-05-0012,10.00,0.60
MASS-MODA,v2_time,12,01-05-0012,15.00,0.72
MASS-MODA,v2_time,12,01-05-0012,20.00,0.60
MASS-MODA,v2_time,12,01-05-0012,25.00,0.60
MASS-MODA,v2_time,12,01-05-0012,30.00,0.60
MASS-MODA,v2_time,13,01-01-0008,3.00,0.36
MASS-MODA,v2_time,13,01-01-0008,5.00,0.36
MASS-MODA,v2_time,13,01-01-0008,7.50,0.36
MASS-MODA,v2_time,13,01-01-0008,10.00,0.22
MASS-MODA,v2_time,13,01-01-0008,15.00,0.38
MASS-MODA,v2_time,13,01-01-0008,20.00,0.48
MASS-MODA,v2_time,13,01-01-0008,25.00,0.48
MASS-MODA,v2_time,13,01-01-0008,30.00,0.48
MASS-MODA,v2_time,13,01-01-0013,3.00,0.18
MASS-MODA,v2_time,13,01-01-0013,5.00,0.18
MASS-MODA,v2_time,13,01-01-0013,7.50,0.32
MASS-MODA,v2_time,13,01-01-0013,10.00,0.32
MASS-MODA,v2_time,13,01-01-0013,15.00,0.32
MASS-MODA,v2_time,13,01-01-0013,20.00,0.42
MASS-MODA,v2_time,13,01-01-0013,25.00,0.42
MASS-MODA,v2_time,13,01-01-0013,30.00,0.42
MASS-MODA,v2_time,13,01-01-0020,3.00,0.64
MASS-MODA,v2_time,13,01-01-0020,5.00,0.64
MASS-MODA,v2_time,13,01-01-0020,7.50,0.64
MASS-MODA,v2_time,13,01-01-0020,10.00,0.44
MASS-MODA,v2_time,13,01-01-0020,15.00,0.44
MASS-MODA,v2_time,13,01-01-0020,20.00,0.46
MASS-MODA,v2_time,13,01-01-0020,25.00,0.46
MASS-MODA,v2_time,13,01-01-0020,30.00,0.46
MASS-MODA,v2_time,13,01-05-0004,3.00,0.46
MASS-MODA,v2_time,13,01-05-0004,5.00,0.46
MASS-MODA,v2_time,13,01-05-0004,7.50,0.46
MASS-MODA,v2_time,13,01-05-0004,10.00,0.42
MASS-MODA,v2_time,13,01-05-0004,15.00,0.52
MASS-MODA,v2_time,13,01-05-0004,20.00,0.42
MASS-MODA,v2_time,13,01-05-0004,25.00,0.42
MASS-MODA,v2_time,13,01-05-0004,30.00,0.42
MASS-MODA,v2_time,13,01-05-0008,3.00,0.64
MASS-MODA,v2_time,13,01-05-0008,5.00,0.64
MASS-MODA,v2_time,13,01-05-0008,7.50,0.64
MASS-MODA,v2_time,13,01-05-0008,10.00,0.66
MASS-MODA,v2_time,13,01-05-0008,15.00,0.42
MASS-MODA,v2_time,13,01-05-0008,20.00,0.64
MASS-MODA,v2_time,13,01-05-0008,25.00,0.64
MASS-MODA,v2_time,13,01-05-0008,30.00,0.64
MASS-MODA,v2_time,13,01-05-0014,3.00,0.36
MASS-MODA,v2_time,13,01-05-0014,5.00,0.20
MASS-MODA,v2_time,13,01-05-0014,7.50,0.20
MASS-MODA,v2_time,13,01-05-0014,10.00,0.34
MASS-MODA,v2_time,13,01-05-0014,15.00,0.34
MASS-MODA,v2_time,13,01-05-0014,20.00,0.34
MASS-MODA,v2_time,13,01-05-0014,25.00,0.34
MASS-MODA,v2_time,13,01-05-0014,30.00,0.34
MASS-MODA,v2_time,14,01-01-0016,3.00,0.06
MASS-MODA,v2_time,14,01-01-0016,5.00,0.42
MASS-MODA,v2_time,14,01-01-0016,7.50,0.10
MASS-MODA,v2_time,14,01-01-0016,10.00,0.10
MASS-MODA,v2_time,14,01-01-0016,15.00,0.44
MASS-MODA,v2_time,14,01-01-0016,20.00,0.44
MASS-MODA,v2_time,14,01-01-0016,25.00,0.44
MASS-MODA,v2_time,14,01-01-0016,30.00,0.44
MASS-MODA,v2_time,14,01-01-0021,3.00,0.14
MASS-MODA,v2_time,14,01-01-0021,5.00,0.18
MASS-MODA,v2_time,14,01-01-0021,7.50,0.18
MASS-MODA,v2_time,14,01-01-0021,10.00,0.18
MASS-MODA,v2_time,14,01-01-0021,15.00,0.18
MASS-MODA,v2_time,14,01-01-0021,20.00,0.18
MASS-MODA,v2_time,14,01-01-0021,25.00,0.18
MASS-MODA,v2_time,14,01-01-0021,30.00,0.18
MASS-MODA,v2_time,14,01-05-0010,3.00,0.50
MASS-MODA,v2_time,14,01-05-0010,5.00,0.48
MASS-MODA,v2_time,14,01-05-0010,7.50,0.16
MASS-MODA,v2_time,14,01-05-0010,10.00,0.46
MASS-MODA,v2_time,14,01-05-0010,15.00,0.48
MASS-MODA,v2_time,14,01-05-0010,20.00,0.48
MASS-MODA,v2_time,14,01-05-0010,25.00,0.48
MASS-MODA,v2_time,14,01-05-0010,30.00,0.48
MASS-MODA,v2_time,14,01-05-0015,3.00,0.68
MASS-MODA,v2_time,14,01-05-0015,5.00,0.68
MASS-MODA,v2_time,14,01-05-0015,7.50,0.68
MASS-MODA,v2_time,14,01-05-0015,10.00,0.68
MASS-MODA,v2_time,14,01-05-0015,15.00,0.74
MASS-MODA,v2_time,14,01-05-0015,20.00,0.72
MASS-MODA,v2_time,14,01-05-0015,25.00,0.72
MASS-MODA,v2_time,14,01-05-0015,30.00,0.72
MASS-MODA,v2_time,14,01-05-0017,3.00,0.52
MASS-MODA,v2_time,14,01-05-0017,5.00,0.38
MASS-MODA,v2_time,14,01-05-0017,7.50,0.38
MASS-MODA,v2_time,14,01-05-0017,10.00,0.60
MASS-MODA,v2_time,14,01-05-0017,15.00,0.38
MASS-MODA,v2_time,14,01-05-0017,20.00,0.52
MASS-MODA,v2_time,14,01-05-0017,25.00,0.52
MASS-MODA,v2_time,14,01-05-0017,30.00,0.52
MASS-MODA,v2_cwt1d,0,01-01-0007,3.00,0.50
MASS-MODA,v2_cwt1d,0,01-01-0007,5.00,0.50
MASS-MODA,v2_cwt1d,0,01-01-0007,7.50,0.78
MASS-MODA,v2_cwt1d,0,01-01-0007,10.00,0.50
MASS-MODA,v2_cwt1d,0,01-01-0007,15.00,0.68
MASS-MODA,v2_cwt1d,0,01-01-0007,20.00,0.50
MASS-MODA,v2_cwt1d,0,01-01-0007,25.00,0.50
MASS-MODA,v2_cwt1d,0,01-01-0007,30.00,0.50
MASS-MODA,v2_cwt1d,0,01-01-0013,3.00,0.20
MASS-MODA,v2_cwt1d,0,01-01-0013,5.00,0.20
MASS-MODA,v2_cwt1d,0,01-01-0013,7.50,0.20
MASS-MODA,v2_cwt1d,0,01-01-0013,10.00,0.38
MASS-MODA,v2_cwt1d,0,01-01-0013,15.00,0.20
MASS-MODA,v2_cwt1d,0,01-01-0013,20.00,0.20
MASS-MODA,v2_cwt1d,0,01-01-0013,25.00,0.20
MASS-MODA,v2_cwt1d,0,01-01-0013,30.00,0.20
MASS-MODA,v2_cwt1d,0,01-01-0016,3.00,0.18
MASS-MODA,v2_cwt1d,0,01-01-0016,5.00,0.20
MASS-MODA,v2_cwt1d,0,01-01-0016,7.50,0.20
MASS-MODA,v2_cwt1d,0,01-01-0016,10.00,0.20
MASS-MODA,v2_cwt1d,0,01-01-0016,15.00,0.22
MASS-MODA,v2_cwt1d,0,01-01-0016,20.00,0.70
MASS-MODA,v2_cwt1d,0,01-01-0016,25.00,0.70
MASS-MODA,v2_cwt1d,0,01-01-0016,30.00,0.70
MASS-MODA,v2_cwt1d,0,01-05-0003,3.00,0.56
MASS-MODA,v2_cwt1d,0,01-05-0003,5.00,0.06
MASS-MODA,v2_cwt1d,0,01-05-0003,7.50,0.92
MASS-MODA,v2_cwt1d,0,01-05-0003,10.00,0.56
MASS-MODA,v2_cwt1d,0,01-05-0003,15.00,0.54
MASS-MODA,v2_cwt1d,0,01-05-0003,20.00,0.54
MASS-MODA,v2_cwt1d,0,01-05-0003,25.00,0.54
MASS-MODA,v2_cwt1d,0,01-05-0003,30.00,0.54
MASS-MODA,v2_cwt1d,0,01-05-0008,3.00,0.74
MASS-MODA,v2_cwt1d,0,01-05-0008,5.00,0.74
MASS-MODA,v2_cwt1d,0,01-05-0008,7.50,0.60
MASS-MODA,v2_cwt1d,0,01-05-0008,10.00,0.74
MASS-MODA,v2_cwt1d,0,01-05-0008,15.00,0.60
MASS-MODA,v2_cwt1d,0,01-05-0008,20.00,0.74
MASS-MODA,v2_cwt1d,0,01-05-0008,25.00,0.74
MASS-MODA,v2_cwt1d,0,01-05-0008,30.00,0.74
MASS-MODA,v2_cwt1d,0,01-05-0010,3.00,0.46
MASS-MODA,v2_cwt1d,0,01-05-0010,5.00,0.72
MASS-MODA,v2_cwt1d,0,01-05-0010,7.50,0.46
MASS-MODA,v2_cwt1d,0,01-05-0010,10.00,0.62
MASS-MODA,v2_cwt1d,0,01-05-0010,15.00,0.66
MASS-MODA,v2_cwt1d,0,01-05-0010,20.00,0.66
MASS-MODA,v2_cwt1d,0,01-05-0010,25.00,0.66
MASS-MODA,v2_cwt1d,0,01-05-0010,30.00,0.66
MASS-MODA,v2_cwt1d,1,01-01-0011,3.00,0.38
MASS-MODA,v2_cwt1d,1,01-01-0011,5.00,0.38
MASS-MODA,v2_cwt1d,1,01-01-0011,7.50,0.38
MASS-MODA,v2_cwt1d,1,01-01-0011,10.00,0.38
MASS-MODA,v2_cwt1d,1,01-01-0011,15.00,0.38
MASS-MODA,v2_cwt1d,1,01-01-0011,20.00,0.48
MASS-MODA,v2_cwt1d,1,01-01-0011,25.00,0.48
MASS-MODA,v2_cwt1d,1,01-01-0011,30.00,0.48
MASS-MODA,v2_cwt1d,1,01-01-0017,3.00,0.46
MASS-MODA,v2_cwt1d,1,01-01-0017,5.00,0.46
MASS-MODA,v2_cwt1d,1,01-01-0017,7.50,0.46
MASS-MODA,v2_cwt1d,1,01-01-0017,10.00,0.46
MASS-MODA,v2_cwt1d,1,01-01-0017,15.00,0.52
MASS-MODA,v2_cwt1d,1,01-01-0017,20.00,0.26
MASS-MODA,v2_cwt1d,1,01-01-0017,25.00,0.26
MASS-MODA,v2_cwt1d,1,01-01-0017,30.00,0.26
MASS-MODA,v2_cwt1d,1,01-05-0006,3.00,0.80
MASS-MODA,v2_cwt1d,1,01-05-0006,5.00,0.86
MASS-MODA,v2_cwt1d,1,01-05-0006,7.50,0.48
MASS-MODA,v2_cwt1d,1,01-05-0006,10.00,0.76
MASS-MODA,v2_cwt1d,1,01-05-0006,15.00,0.76
MASS-MODA,v2_cwt1d,1,01-05-0006,20.00,0.76
MASS-MODA,v2_cwt1d,1,01-05-0006,25.00,0.76
MASS-MODA,v2_cwt1d,1,01-05-0006,30.00,0.76
MASS-MODA,v2_cwt1d,1,01-05-0011,3.00,0.70
MASS-MODA,v2_cwt1d,1,01-05-0011,5.00,0.70
MASS-MODA,v2_cwt1d,1,01-05-0011,7.50,0.70
MASS-MODA,v2_cwt1d,1,01-05-0011,10.00,0.66
MASS-MODA,v2_cwt1d,1,01-05-0011,15.00,0.70
MASS-MODA,v2_cwt1d,1,01-05-0011,20.00,0.70
MASS-MODA,v2_cwt1d,1,01-05-0011,25.00,0.70
MASS-MODA,v2_cwt1d,1,01-05-0011,30.00,0.70
MASS-MODA,v2_cwt1d,1,01-05-0017,3.00,0.72
MASS-MODA,v2_cwt1d,1,01-05-0017,5.00,0.58
MASS-MODA,v2_cwt1d,1,01-05-0017,7.50,0.58
MASS-MODA,v2_cwt1d,1,01-05-0017,10.00,0.58
MASS-MODA,v2_cwt1d,1,01-05-0017,15.00,0.58
MASS-MODA,v2_cwt1d,1,01-05-0017,20.00,0.58
MASS-MODA,v2_cwt1d,1,01-05-0017,25.00,0.58
MASS-MODA,v2_cwt1d,1,01-05-0017,30.00,0.58
MASS-MODA,v2_cwt1d,2,01-01-0008,3.00,0.36
MASS-MODA,v2_cwt1d,2,01-01-0008,5.00,0.34
MASS-MODA,v2_cwt1d,2,01-01-0008,7.50,0.68
MASS-MODA,v2_cwt1d,2,01-01-0008,10.00,0.34
MASS-MODA,v2_cwt1d,2,01-01-0008,15.00,0.58
MASS-MODA,v2_cwt1d,2,01-01-0008,20.00,0.58
MASS-MODA,v2_cwt1d,2,01-01-0008,25.00,0.58
MASS-MODA,v2_cwt1d,2,01-01-0008,30.00,0.58
MASS-MODA,v2_cwt1d,2,01-01-0018,3.00,0.50
MASS-MODA,v2_cwt1d,2,01-01-0018,5.00,0.50
MASS-MODA,v2_cwt1d,2,01-01-0018,7.50,0.50
MASS-MODA,v2_cwt1d,2,01-01-0018,10.00,0.56
MASS-MODA,v2_cwt1d,2,01-01-0018,15.00,0.50
